Keyword Stats 2026-06-18 at 15_27_27
1. Juni 2025 - 31. Mai 2026
Keyword	Currency	Avg. monthly searches	Änderung über drei Monate	Änderung im Jahresvergleich	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)	Ad impression share	Organic impression share	Organic average position	In account?	In plan?	Searches: Jun 2025	Searches: Jul 2025	Searches: Aug 2025	Searches: Sep 2025	Searches: Oct 2025	Searches: Nov 2025	Searches: Dec 2025	Searches: Jan 2026	Searches: Feb 2026	Searches: Mar 2026	Searches: Apr 2026	Searches: May 2026
luftwärmepumpe monatliche kosten	EUR	50	0%	0%	Hoch	86																			
luftwärmepumpe oder gas brennwerttherme	EUR	50	-100%	-100%	Unbekannt																				
luftwärmepumpe oder gasheizung	EUR	50	0%	0%	Hoch	81	"0,98"	"3,19"																	
luftwärmepumpe oder gastherme	EUR	50	0%	0%	Mittel	65	"2,02"	"4,23"																	
luftwärmepumpe photovoltaik kosten	EUR	50	-100%	-100%	Unbekannt																				
luftwärmepumpe preis 30 kw	EUR	50	∞	∞	Hoch	100																			
luftwärmepumpe preis leistung	EUR	50	-100%	-100%	Unbekannt																				
luftwärmepumpe preise vergleichen	EUR	50	-100%	-100%	Unbekannt																				
luftwärmepumpe set preis	EUR	50	-100%	-100%	Unbekannt																				
luftwärmepumpe splitgerät nachteile	EUR	50	-100%	-100%	Unbekannt																				
luftwärmepumpe statt gas	EUR	50	∞	0%	Hoch	86																			
luftwärmepumpe strom sparen	EUR	50	0%	0%	Hoch	86																			
luftwärmepumpe stromkosten pro jahr	EUR	50	0%	0%	Hoch	86																			
luftwärmepumpe stromverbrauch altbau	EUR	50	0%	0%	Hoch	80	"0,49"	"1,52"																	
luftwärmepumpe stromverbrauch kwh	EUR	50	0%	-100%	Unbekannt																				
luftwärmepumpe stromverbrauch rechner	EUR	50	0%	∞	Hoch	86																			
luftwärmepumpe stromverbrauch vergleich	EUR	50	0%	-100%	Unbekannt																				
luftwärmepumpe und gasheizung	EUR	50	-100%	0%	Unbekannt																				
luftwärmepumpe und photovoltaik kosten	EUR	50	∞	0%	Hoch	86																			
luftwärmepumpe verbrauch berechnen	EUR	50	0%	-100%	Unbekannt																				
luftwärmepumpe verbrauch im jahr	EUR	50	-100%	-100%	Unbekannt																				
luftwärmepumpe verbrauch im winter	EUR	50	0%	0%	Niedrig	0																			
luftwärmepumpe verbrauch jahr	EUR	50	∞	∞	Niedrig	0																			
luftwärmepumpe verbrauchskosten	EUR	50	0%	-100%	Unbekannt																				
luftwärmepumpe vergleich gas	EUR	50	0%	-100%	Unbekannt																				
luftwärmepumpe viessmann stromverbrauch	EUR	50	∞	0%	Niedrig	14																			
luftwärmepumpe vs gas	EUR	50	-100%	-100%	Unbekannt																				
luftwärmepumpe vs gastherme	EUR	50	0%	∞	Hoch	86																			
luftwärmepumpe warmwasser preis	EUR	50	-100%	-100%	Unbekannt																				
luftwärmepumpe wolf preis	EUR	50	0%	0%	Hoch	97	"0,75"	"3,18"																	
luftwärmepumpe zusätzlich zur gasheizung	EUR	50	0%	0%	Hoch	86																			
luftwärmepumpe zweifamilienhaus	EUR	50	0%	0%	Hoch	86																			
lwp stromverbrauch	EUR	50	-100%	-100%	Unbekannt																				
lwwp förderung	EUR	50	-100%	0%	Unbekannt																				
lwwp stromverbrauch	EUR	50	-100%	-100%	Unbekannt																				
m tec wärmepumpe kosten	EUR	50	0%	0%	Hoch	71																			
macht eine wärmepumpe im altbau sinn	EUR	50	0%	0%	Hoch	80	"0,78"	"2,79"																	
map förderung bafa	EUR	50	0%	0%	Unbekannt																				
maße wärmepumpe einfamilienhaus	EUR	500	0%	900%	Hoch	100	"0,66"	"1,56"																	
mehrkosten erdwärmepumpe	EUR	50	0%	0%	Hoch	71																			
mehrkosten wärmepumpe	EUR	50	0%	0%	Niedrig	0																			
merkblatt zu den förderfähigen kosten wärmepumpe bafa	EUR	50	0%	-100%	Unbekannt																				
mit wärmepumpe heizen kosten	EUR	50	0%	0%	Mittel	43																			
mitsubishi zubadan stromverbrauch	EUR	50	0%	0%	Mittel	44																			
mitteltemperatur wärmepumpe kosten	EUR	50	∞	0%	Hoch	95	"0,64"	"2,59"																	
mitteltemperatur wärmepumpe preis	EUR	50	0%	-100%	Unbekannt																				
mitteltemperatur wärmepumpe stromverbrauch	EUR	50	0%	0%	Unbekannt																				
monatliche kosten erdwärme	EUR	50	0%	0%	Hoch	86	"0,83"	"2,02"																	
monatliche kosten luft wasser wärmepumpe	EUR	50	-100%	-100%	Unbekannt																				
monatliche kosten luft wärmepumpe	EUR	50	0%	0%	Hoch	86																			
monatliche stromkosten luft wasser wärmepumpe	EUR	50	0%	-100%	Unbekannt																				
monatliche stromkosten wärmepumpe	EUR	50	0%	0%	Hoch	78	"0,57"	"2,34"																	
nachrüstung wärmepumpe kosten	EUR	50	0%	0%	Hoch	86																			
nachteile luft wasser wärmepumpe	EUR	50	0%	0%	Mittel	51	"0,33"	"1,38"																	
nachteile luftwärmepumpe	EUR	50	0%	0%	Mittel	66	"0,28"	"1,54"																	
nachteile sole wasser wärmepumpe	EUR	50	0%	0%	Niedrig	29																			
nachteile wärmepumpe altbau	EUR	50	0%	0%	Mittel	64	"0,48"	"1,48"																	
nachteile wärmepumpenheizung	EUR	50	0%	0%	Hoch	74	"0,24"	"1,39"																	
nachträglicher einbau von wärmepumpen	EUR	50	∞	∞	Hoch	86																			
nennleistung wärmepumpe einfamilienhaus	EUR	50	0%	0%	Mittel	64	"0,64"	"1,20"																	
neubau förderung wärmepumpe 2022	EUR	50	0%	0%	Unbekannt																				
neubau gas oder wärmepumpe	EUR	50	0%	0%	Niedrig	29																			
neubau gasheizung	EUR	50	0%	0%	Mittel	46	"0,57"	"3,01"																	
neubau gasheizung oder wärmepumpe	EUR	50	0%	0%	Hoch	86	"0,66"	"4,83"																	
neubau heizung gas oder wärmepumpe	EUR	50	-100%	0%	Unbekannt																				
neubau mit gasheizung	EUR	50	0%	0%	Niedrig	0																			
neubau wärmepumpe förderung 2021	EUR	0	0%	0%	Unbekannt																				
neubau wärmepumpe förderung 2022	EUR	0	0%	0%	Unbekannt																				
neubau wärmepumpe oder gas	EUR	50	0%	-100%	Unbekannt																				
neue bafa förderung wärmepumpe	EUR	50	0%	0%	Unbekannt																				
neue bosch wärmepumpe für altbau	EUR	50	0%	0%	Hoch	93	"0,93"	"2,59"																	
neue fördersätze wärmepumpe	EUR	50	0%	0%	Unbekannt																				
neue förderung wärmepumpe habeck	EUR	0	0%	0%	Unbekannt																				
neue gasheizung 15 erneuerbare energie	EUR	50	0%	0%	Mittel	43																			
neue gasheizung effizienter	EUR	50	0%	0%	Niedrig	14																			
neue gasheizung gegen wärmepumpe austauschen	EUR	50	0%	0%	Hoch	83	"1,78"	"3,32"																	
neue gasheizung mit solar kosten	EUR	50	0%	-100%	Unbekannt																				
neue gasheizung umrüsten auf wärmepumpe kosten	EUR	50	∞	∞	Hoch	86																			
neue heizung erdwärme	EUR	50	0%	0%	Mittel	64																			
neue wärmepumpenförderung	EUR	50	0%	0%	Hoch	83	"0,65"	"2,05"																	
neues förderprogramm wärmepumpe	EUR	50	0%	∞	Hoch	71																			
nibe abluftwärmepumpe f750 stromverbrauch	EUR	50	0%	-100%	Unbekannt																				
nibe abluftwärmepumpe preis	EUR	50	0%	0%	Hoch	100																			
nibe f2040 stromverbrauch	EUR	50	0%	-100%	Unbekannt																				
nibe f730 stromverbrauch	EUR	50	-100%	-100%	Unbekannt																				
nibe f750 stromverbrauch	EUR	50	0%	0%	Niedrig	0																			
nibe premium kosten	EUR	50	0%	0%	Niedrig	10																			
nibe uplink kosten	EUR	50	0%	0%	Niedrig	0																			
nibe uplink premium kosten	EUR	50	0%	0%	Niedrig	10																			
nibe vvm 500 stromverbrauch	EUR	50	0%	0%	Niedrig	0																			
nibe wärmepumpe förderung	EUR	50	0%	0%	Mittel	57																			
nibe wärmepumpe für altbau	EUR	50	0%	0%	Hoch	100	"0,90"	"3,81"																	
nibe wärmepumpe wartung kosten	EUR	50	0%	0%	Niedrig	23	"0,70"	"3,35"																	
nicht rückzahlbare zuschüsse	EUR	50	0%	0%	Niedrig	7																			
niederdruck gasheizung	EUR	50	0%	0%	Mittel	37																			
niedrigschwellige innovationsförderung	EUR	50	0%	0%	Niedrig	29																			
normaler verbrauch wärmepumpe	EUR	50	0%	0%	Mittel	43																			
notstrom gasheizung	EUR	50	-100%	0%	Unbekannt																				
novelan lad 7 stromverbrauch	EUR	50	-100%	-100%	Unbekannt																				
novelan lad 9 stromverbrauch	EUR	50	0%	0%	Unbekannt																				
novelan ladv 9 stromverbrauch	EUR	50	0%	0%	Niedrig	0																			
novelan net kosten	EUR	0	0%	0%	Unbekannt																				
novelan wärmepumpe förderung	EUR	50	0%	∞	Hoch	71																			
novelan wärmepumpe für altbau	EUR	50	0%	0%	Hoch	100																			
novelan wärmepumpe kosten	EUR	50	0%	0%	Hoch	71	"1,27"	"2,78"																	
novelan wärmepumpe stromverbrauch	EUR	50	0%	0%	Niedrig	14																			
ochsner air 18 c11a kosten	EUR	50	-100%	0%	Unbekannt																				
ochsner air hawk 518 kosten	EUR	50	0%	0%	Unbekannt																				
ochsner air hawk 518 stromverbrauch	EUR	50	0%	0%	Niedrig	11																			
ochsner europa 333 genius stromverbrauch	EUR	50	0%	0%	Hoch	100																			
ochsner luft wasser wärmepumpe preis	EUR	50	∞	0%	Hoch	100																			
ochsner luft wärmepumpen preisliste	EUR	50	-100%	0%	Unbekannt																				
ochsner luftwärmepumpe preisliste	EUR	0	0%	0%	Unbekannt																				
ochsner warmwasser wärmepumpe preis	EUR	50	∞	0%	Hoch	100																			
ochsner wärmepumpe kosten	EUR	50	0%	0%	Hoch	96																			
ochsner wärmepumpe stromverbrauch	EUR	50	-100%	-100%	Unbekannt																				
ochsner wärmepumpen kosten	EUR	50	0%	0%	Hoch	96																			
ochsner wärmepumpen preisliste 2019	EUR	50	0%	-100%	Unbekannt																				
olymp wärmepumpe preis	EUR	50	0%	-100%	Unbekannt																				
online antrag förderung wärmepumpe	EUR	50	0%	∞	Hoch	67																			
panasonic geisha stromverbrauch	EUR	50	0%	0%	Unbekannt																				
pelletheizung gasheizung	EUR	50	0%	0%	Mittel	61	"0,50"	"1,75"																	
pelletheizung mit warmwasser wärmepumpe	EUR	50	0%	0%	Hoch	97	"0,70"	"2,64"																	
pelletofen und gasheizung	EUR	50	-100%	-100%	Unbekannt																				
pellets brennwertkessel preis	EUR	50	0%	0%	Hoch	83	"0,38"	"1,20"																	
photovoltaik strom für wärmepumpe nutzen	EUR	50	0%	0%	Hoch	86																			
photovoltaik warmwasser wärmepumpe	EUR	50	0%	0%	Hoch	100	"0,68"	"1,75"																	
photovoltaik wärmepumpe kombination kosten	EUR	50	-100%	0%	Unbekannt																				
photovoltaik wärmepumpe warmwasser	EUR	50	0%	0%	Hoch	100	"0,68"	"1,75"																	
photovoltaikanlage wärmepumpe kosten	EUR	50	0%	0%	Hoch	82	"4,25"	"11,89"																	
platine wärmepumpe kosten	EUR	50	0%	0%	Niedrig	3																			
platzbedarf wärmepumpe einfamilienhaus	EUR	50	0%	0%	Hoch	73	"0,63"	"1,50"																	
pool mit wärmepumpe heizen kosten	EUR	50	0%	0%	Hoch	100																			
pool wärmepumpe betriebskosten	EUR	50	0%	0%	Hoch	100	"0,05"	"1,94"																	
pool wärmepumpe für warmwasser	EUR	50	0%	0%	Hoch	100	"0,46"	"1,80"																	
preis alpha innotec wärmepumpe	EUR	50	0%	0%	Hoch	86																			
preis buderus wärmepumpe	EUR	50	0%	0%	Hoch	100	"0,82"	"2,83"																	
preis erdwärme	EUR	50	0%	0%	Hoch	82	"1,10"	"2,69"																	
preis erdwärmebohrung	EUR	50	0%	0%	Hoch	86	"0,63"	"1,94"																	
preis erdwärmeheizung	EUR	50	0%	0%	Hoch	75	"0,33"	"1,01"																	
preis erdwärmeheizung mit tiefenbohrung	EUR	50	0%	0%	Hoch	86	"1,10"	"3,83"																	
preis für erdwärmeheizung	EUR	50	0%	0%	Hoch	75	"0,33"	"1,01"																	
preis heliotherm wärmepumpe	EUR	50	0%	0%	Hoch	86	"0,91"	"1,78"																	
preis hochtemperatur wärmepumpe	EUR	50	0%	0%	Hoch	100	"0,76"	"2,16"																	
preis kwh strom wärmepumpe	EUR	50	0%	0%	Hoch	68	"0,52"	"0,96"																	
preis kwh wärmepumpe	EUR	50	0%	0%	Mittel	57	"0,72"	"2,36"																	
preis kwh wärmepumpenstrom	EUR	50	0%	0%	Hoch	86	"0,30"	"0,76"																	
preis lambda wärmepumpe	EUR	50	-90%	0%	Hoch	96	"0,70"	"1,94"																	
preis luftwärmepumpe vaillant	EUR	50	0%	0%	Hoch	100	"1,16"	"3,68"																	
preis tiefenbohrung wärmepumpe	EUR	50	0%	0%	Hoch	68	"0,93"	"2,90"																	
preis verdichter wärmepumpe	EUR	50	∞	0%	Niedrig	0																			
preis vitocal wärmepumpe	EUR	50	0%	-100%	Unbekannt																				
preis warmwasser wärmepumpe	EUR	50	0%	0%	Hoch	100	"0,61"	"1,16"																	
preis wasser wasser wärmepumpe	EUR	50	0%	0%	Hoch	100	"0,95"	"2,48"																	
preis wolf wärmepumpe	EUR	50	0%	0%	Hoch	100	"0,22"	"2,10"																	
preis wärmepumpe alpha innotec	EUR	50	0%	0%	Hoch	89	"0,20"	"1,70"																	
preis wärmepumpe luft	EUR	50	-100%	-100%	Unbekannt																				
preis wärmepumpe luft luft	EUR	50	∞	∞	Hoch	100																			
preise daikin wärmepumpe	EUR	50	0%	0%	Hoch	90	"1,10"	"2,53"																	
preise für erdwärme	EUR	50	0%	∞	Hoch	86																			
preise für erdwärmebohrung	EUR	50	0%	0%	Hoch	86	"0,63"	"1,94"																	
preise für erdwärmepumpen	EUR	5000	0%	0%	Hoch	100	"1,16"	"3,42"																	
preise luft wasser wärmepumpen	EUR	50	∞	∞	Hoch	86																			
preise tiefenbohrung erdwärme	EUR	50	0%	0%	Hoch	81																			
preisunterschied luftwärmepumpe erdwärmepumpe	EUR	50	0%	0%	Hoch	73	"0,36"	"1,99"																	
preisvergleich luft wasser wärmepumpe	EUR	50	0%	0%	Hoch	97	"2,25"	"5,01"																	
proxon luft luft wärmepumpe kosten	EUR	50	0%	0%	Mittel	59	"0,89"	"1,70"																	
proxon luft luft wärmepumpe preis	EUR	50	0%	0%	Mittel	51	"0,91"	"2,03"																	
proxon luft luft wärmepumpe stromverbrauch	EUR	50	0%	0%	Niedrig	0																			
proxon luft luft wärmepumpe verbrauch	EUR	50	0%	0%	Niedrig	0																			
proxon lüftungsheizung kosten	EUR	50	0%	∞	Niedrig	0																			
proxon wärmepumpe kosten	EUR	50	0%	0%	Mittel	43																			
proxon wärmepumpe stromverbrauch	EUR	50	0%	0%	Mittel	36																			
pufferspeicher für gasheizung	EUR	500	0%	0%	Hoch	100	"0,17"	"2,07"																	
pufferspeicher gasheizung	EUR	500	0%	0%	Hoch	100	"0,17"	"2,07"																	
pufferspeicher wärmepumpe kosten	EUR	50	0%	0%	Hoch	99	"0,58"	"3,13"																	
pufferspeicher wärmepumpe warmwasser	EUR	50	0%	0%	Hoch	88																			
pumpe gasheizung stromverbrauch	EUR	50	0%	-100%	Unbekannt																				
pv anlage mit stromspeicher und wärmepumpe kosten	EUR	50	0%	∞	Hoch	95																			
pv strom für wärmepumpe	EUR	50	0%	0%	Hoch	76	"0,68"	"1,61"																	
pv strom für wärmepumpe nutzen	EUR	50	0%	0%	Hoch	74	"0,68"	"1,93"																	
pvt kollektoren preis	EUR	50	0%	0%	Hoch	100	"0,44"	"2,08"																	
ratiotherm wärmepumpe preis	EUR	50	0%	0%	Mittel	65	"0,64"	"1,66"																	
raumkühlung über fußbodenheizung	EUR	50	0%	0%	Mittel	35	"0,17"	"1,29"																	
rechner stromverbrauch wärmepumpe	EUR	50	0%	0%	Hoch	77	"0,39"	"1,49"																	
rechnet sich eine wärmepumpe im altbau	EUR	50	0%	0%	Hoch	73	"1,23"	"3,40"																	
reduzierung förderung wärmepumpe	EUR	50	0%	0%	Niedrig	17																			
remeha tensio c kosten	EUR	50	-100%	0%	Unbekannt																				
remeha wärmepumpe kosten	EUR	50	-100%	-100%	Unbekannt																				
robert habeck gasheizung	EUR	50	-100%	0%	Unbekannt																				
robur gasheizung	EUR	50	0%	0%	Hoch	97																			
rotex gasheizung	EUR	50	0%	0%	Mittel	39	"0,67"	"1,51"																	
rotex gasheizung erfahrung	EUR	50	-100%	-100%	Unbekannt																				
rotex hpsu compact 508 stromverbrauch	EUR	50	0%	∞	Niedrig	0																			
rotex hpsu compact stromverbrauch	EUR	50	0%	0%	Unbekannt																				
rotex wärmepumpe kosten	EUR	50	0%	0%	Niedrig	0																			
rotex wärmepumpe stromverbrauch	EUR	50	∞	0%	Mittel	57																			
rotex wärmepumpe wartung kosten	EUR	50	0%	0%	Mittel	36																			
samsung wärmepumpe förderung	EUR	50	-100%	-100%	Unbekannt																				
samsung wärmepumpe kosten	EUR	50	0%	0%	Mittel	60	"1,94"	"5,46"																	
scheitholz hybrid wärmepumpe kosten	EUR	50	0%	0%	Hoch	87	"0,52"	"1,64"																	
schlaue wärmepumpe kosten	EUR	50	0%	0%	Unbekannt																				
separate wärmepumpe für warmwasser	EUR	50	0%	0%	Hoch	100	"0,30"	"2,46"																	
solar eisspeicher wärmepumpe kosten	EUR	50	0%	-100%	Unbekannt																				
solar luftabsorber viessmann preis	EUR	50	0%	0%	Niedrig	17																			
solar pufferspeicher kosten	EUR	50	-100%	-100%	Unbekannt																				
solar warmwasser wärmepumpe	EUR	50	0%	0%	Hoch	100	"0,66"	"2,79"																	
solarthermie förderung bafa 2020	EUR	50	0%	-100%	Unbekannt																				
solarthermie gasheizung kosten	EUR	50	-100%	-100%	Unbekannt																				
solarthermie oder warmwasser wärmepumpe	EUR	50	0%	0%	Mittel	60	"0,47"	"1,66"																	
solarthermie wärmepumpe altbau	EUR	50	0%	0%	Unbekannt																				
sole bohrung kosten	EUR	50	0%	0%	Mittel	65	"0,39"	"2,05"																	
sole wasser oder luft wärmepumpe stromkosten	EUR	50	0%	-100%	Unbekannt																				
sole wasser wärmepumpe bohrung kosten	EUR	50	0%	0%	Hoch	86	"0,92"	"3,19"																	
sole wasser wärmepumpe für altbau	EUR	50	0%	0%	Hoch	100																			
sole wasser wärmepumpe stromverbrauch	EUR	50	0%	0%	Niedrig	2																			
sole wasser wärmepumpe viessmann preis	EUR	50	0%	0%	Hoch	100																			
sole wp kosten	EUR	50	0%	0%	Hoch	86	"1,62"	"3,68"																	
sole wärmepumpe bohrung kosten	EUR	50	0%	0%	Hoch	67	"0,41"	"2,94"																	
sole wärmepumpe förderung neubau	EUR	50	0%	0%	Hoch	79																			
sole wärmepumpe mit tiefenbohrung kosten	EUR	50	0%	0%	Hoch	90	"2,13"	"5,54"																	
sole wärmepumpe preisvergleich	EUR	50	-100%	-100%	Unbekannt																				
sole wärmepumpe stromverbrauch	EUR	50	0%	0%	Niedrig	14																			
solebohrung wärmepumpe kosten	EUR	50	0%	0%	Hoch	84	"0,78"	"3,04"																	
solepumpe kosten	EUR	50	0%	0%	Hoch	88	"0,78"	"2,59"																	
solvis gasheizung test	EUR	50	0%	0%	Unbekannt																				
solvis lea kosten	EUR	50	0%	0%	Niedrig	31																			
solvis wärmepumpe kosten	EUR	50	0%	0%	Mittel	59	"0,83"	"2,75"																	
solvis wärmepumpe stromverbrauch	EUR	50	-100%	-100%	Unbekannt																				
sondenbohrung wärmepumpe kosten	EUR	50	0%	0%	Hoch	86	"0,41"	"2,33"																	
sonne warmwasser	EUR	50	0%	0%	Hoch	99	"0,25"	"2,06"																	
split klima bafa förderung	EUR	50	0%	0%	Mittel	57																			
split luft wasser wärmepumpe nachteile	EUR	50	0%	0%	Mittel	43																			
staatliche förderung bei gasheizung	EUR	50	0%	0%	Mittel	43																			
staatliche förderung für erdwärme	EUR	50	0%	0%	Hoch	86																			
staatliche förderung für erdwärmeheizung	EUR	50	0%	0%	Hoch	79	"1,50"	"5,47"																	
staatliche förderung geothermie	EUR	50	0%	0%	Hoch	81	"1,64"	"4,03"																	
staatliche förderung heizung wärmepumpe	EUR	50	0%	0%	Unbekannt																				
staatliche förderung luft wasser wärmepumpe	EUR	50	0%	0%	Hoch	71																			
staatliche förderung wärmepumpe altbau	EUR	50	0%	0%	Hoch	86	"1,11"	"3,41"																	
staatliche förderung wärmepumpenheizung	EUR	50	0%	0%	Hoch	83	"1,15"	"3,76"																	
steinbach wärmepumpe mini stromkosten	EUR	50	∞	0%	Mittel	57																			
steuerbonus wärmepumpe	EUR	50	0%	0%	Mittel	63	"0,30"	"1,78"																	
steuerliche förderung wärmepumpe	EUR	50	0%	0%	Mittel	58	"0,29"	"1,72"																	
stiebel eltron emi kosten	EUR	50	0%	0%	Niedrig	0																			
stiebel eltron förderung	EUR	50	0%	0%	Hoch	81	"2,07"	"3,83"																	
stiebel eltron gasheizung	EUR	50	0%	0%	Mittel	56	"0,63"	"1,94"																	
stiebel eltron hochtemperatur wärmepumpe	EUR	50	0%	0%	Hoch	100																			
stiebel eltron luft wasser wärmepumpe preise	EUR	50	∞	0%	Hoch	100																			
stiebel eltron luftwärmepumpe preis	EUR	50	0%	∞	Hoch	71																			
stiebel eltron lwz 8 cs premium stromverbrauch	EUR	50	0%	0%	Niedrig	0																			
stiebel eltron wpl 25 ac stromverbrauch	EUR	50	0%	0%	Unbekannt																				
stiebel eltron wpl a 07 hk 230 premium stromverbrauch	EUR	50	0%	0%	Mittel	57																			
stiebel eltron wwk 220 stromverbrauch	EUR	50	0%	0%	Mittel	43																			
stiebel eltron wärmepumpe förderung	EUR	50	0%	0%	Mittel	64	"0,79"	"2,34"																	
stiebel eltron wärmepumpe für altbau	EUR	50	0%	0%	Hoch	86	"0,98"	"2,16"																	
stiebel warmwasser	EUR	50	0%	0%	Hoch	83																			
strom für erdwärmepumpe	EUR	5000	0%	0%	Hoch	76	"0,76"	"2,69"																	
strom für luft wasser wärmepumpe	EUR	50	0%	0%	Hoch	86																			
strom für wärmepumpen preise	EUR	50	0%	0%	Hoch	77	"0,50"	"1,62"																	
strom luft wasser wärmepumpe	EUR	50	0%	0%	Hoch	86																			
strom ohne wärmepumpe	EUR	50	-100%	0%	Unbekannt																				
strom sparen mit luftwärmepumpe	EUR	50	∞	∞	Hoch	76	"0,82"	"1,97"																	
strom sparen mit wärmepumpe	EUR	50	0%	0%	Hoch	81	"0,38"	"1,71"																	
strom und wärmepumpe	EUR	50	0%	0%	Mittel	43	"1,73"	"5,08"																	
strom wärmepumpe verivox	EUR	500	0%	0%	Mittel	60	"0,83"	"2,34"																	
strom zuschuss wärmepumpe	EUR	50	0%	-100%	Unbekannt																				
stromaufnahme gasheizung	EUR	50	0%	0%	Niedrig	0																			
stromaufnahme luftwärmepumpe	EUR	50	-100%	-100%	Unbekannt																				
strombedarf einfamilienhaus mit wärmepumpe	EUR	50	0%	0%	Hoch	67																			
strombedarf erdwärmepumpe	EUR	50	0%	0%	Hoch	76	"0,21"	"1,05"																	
strombedarf luft wasser wärmepumpe	EUR	50	-100%	0%	Unbekannt																				
strombedarf luftwärmepumpe berechnen	EUR	50	0%	0%	Hoch	86																			
strombedarf wärmepumpe jahr	EUR	50	0%	0%	Hoch	86																			
strombedarf wärmepumpe jahresverlauf	EUR	50	0%	0%	Mittel	57																			
strombedarf wärmepumpe pro jahr	EUR	50	0%	0%	Hoch	73	"0,38"	"2,31"																	
strombedarf wärmepumpe rechner	EUR	50	0%	0%	Hoch	71																			
stromfresser wärmepumpe	EUR	50	0%	0%	Mittel	43	"0,10"	"1,23"																	
stromkosten bei luftwärmepumpe	EUR	50	0%	-90%	Mittel	60	"0,60"	"1,62"																	
stromkosten efh mit wärmepumpe	EUR	50	0%	0%	Mittel	39	"0,40"	"1,06"																	
stromkosten einfamilienhaus mit luftwärmepumpe	EUR	50	0%	0%	Niedrig	14																			
stromkosten einfamilienhaus mit wärmepumpe	EUR	50	0%	0%	Mittel	46	"0,55"	"1,50"																	
stromkosten einfamilienhaus wärmepumpe	EUR	50	0%	0%	Mittel	43																			
stromkosten erdwärme	EUR	50	0%	0%	Mittel	64	"0,66"	"3,24"																	
stromkosten erdwärme pro jahr	EUR	50	0%	0%	Mittel	57																			
stromkosten erdwärmeheizung	EUR	50	-100%	-100%	Unbekannt																				
stromkosten erdwärmepumpe	EUR	50	0%	0%	Niedrig	16																			
stromkosten erdwärmepumpe pro jahr	EUR	50	0%	0%	Hoch	75	"0,29"	"1,45"																	
stromkosten erdwärmepumpe rechner	EUR	50	0%	-100%	Unbekannt																				
stromkosten für erdwärmepumpe	EUR	5000	0%	0%	Hoch	70	"0,54"	"1,81"																	
stromkosten für luft wasser wärmepumpe	EUR	50	0%	0%	Hoch	73	"0,55"	"1,68"																	
stromkosten für luftwärmepumpe	EUR	50	0%	-90%	Mittel	60	"0,60"	"1,62"																	
stromkosten für wärmepumpe im jahr	EUR	50	0%	0%	Hoch	73	"0,51"	"1,58"																	
stromkosten für wärmepumpe pro jahr	EUR	500	0%	0%	Hoch	71	"0,46"	"1,74"																	
stromkosten für wärmepumpenheizung	EUR	50	∞	0%	Hoch	75	"0,81"	"2,13"																	
stromkosten gasheizung im jahr	EUR	50	∞	∞	Niedrig	24																			
stromkosten haus mit wärmepumpe	EUR	50	0%	0%	Mittel	57	"0,73"	"1,53"																	
stromkosten luft luft wärmepumpe	EUR	50	0%	0%	Mittel	52																			
stromkosten luftwärmepumpe berechnen	EUR	50	0%	0%	Hoch	86	"0,60"	"1,57"																	
stromkosten luftwärmepumpe einfamilienhaus	EUR	50	0%	0%	Mittel	33																			
stromkosten luftwärmepumpe pro jahr	EUR	50	-100%	-100%	Unbekannt																				
stromkosten wärmepumpe 2022	EUR	50	0%	0%	Unbekannt																				
stromkosten wärmepumpe erdwärme	EUR	50	0%	0%	Mittel	57																			
stromkosten wärmepumpe haus	EUR	50	0%	0%	Hoch	71																			
stromkosten wärmepumpe im jahr	EUR	50	900%	900%	Hoch	72	"0,48"	"1,71"																	
stromkosten wärmepumpe kfw 55	EUR	50	-100%	-100%	Unbekannt																				
stromkosten wärmepumpe neubau	EUR	50	0%	0%	Mittel	43																			
stromkosten wärmepumpenheizung	EUR	50	0%	0%	Hoch	86																			
stromkostenrechner wärmepumpe	EUR	50	0%	0%	Hoch	78	"0,63"	"1,53"																	
stromverbrauch 10 kw wärmepumpe	EUR	50	0%	0%	Mittel	55	"0,19"	"1,04"																	
stromverbrauch 11 kw wärmepumpe	EUR	50	0%	0%	Mittel	43	"0,23"	"0,86"																	
stromverbrauch 16 kw wärmepumpe	EUR	50	0%	0%	Mittel	63	"0,23"	"1,25"																	
stromverbrauch 2 personen einfamilienhaus wärmepumpe	EUR	50	-100%	-100%	Unbekannt																				
stromverbrauch 2 personen wärmepumpe	EUR	50	0%	0%	Mittel	43	"0,38"	"1,33"																	
stromverbrauch 20 kw wärmepumpe	EUR	50	0%	0%	Mittel	64	"0,37"	"2,46"																	
stromverbrauch 3 personen haushalt mit luftwärmepumpe	EUR	50	0%	0%	Niedrig	29																			
stromverbrauch 3 personen haushalt wärmepumpe	EUR	50	-100%	-100%	Unbekannt																				
stromverbrauch 3 personen mit wärmepumpe	EUR	50	-90%	0%	Mittel	42	"0,52"	"1,50"																	
stromverbrauch 3 personen wärmepumpe	EUR	50	0%	0%	Mittel	54	"0,53"	"5,93"																	
stromverbrauch 4 personen einfamilienhaus wärmepumpe	EUR	50	0%	0%	Niedrig	10																			
stromverbrauch 4 personen haushalt mit luftwärmepumpe	EUR	50	0%	0%	Hoch	71																			
